"Peak
Retention
Time",RRT (ISTD),"Peak Area
Percent",Area,Height,Compound,Compound Amount,Units,id,excel sheet,page number
5.681,0.212,0.05,0.36846,0.07165,,0,mg/mL,EC-21-014-DOE12-R4-T5,EC-21-014-DoE91011.xlsx,46
5.823,0.218,0.18,1.2713,0.2282,,0,mg/mL,EC-21-014-DOE12-R4-T5,EC-21-014-DoE91011.xlsx,46
6.152,0.230,0.06,0.40350,0.06612,,0,mg/mL,EC-21-014-DOE12-R4-T5,EC-21-014-DoE91011.xlsx,46
8.078,0.302,4.88,34.489,5.582,CIPRO,0.001549,mg/mL,EC-21-014-DOE12-R4-T5,EC-21-014-DoE91011.xlsx,46
9.77,0.365,26.91,190.34,30.42,,0,mg/mL,EC-21-014-DOE12-R4-T5,EC-21-014-DoE91011.xlsx,46
11.701,0.438,0.05,0.35848,0.05189,,0,mg/mL,EC-21-014-DOE12-R4-T5,EC-21-014-DoE91011.xlsx,46
14.344,0.536,1.28,9.0507,1.101,,0,mg/mL,EC-21-014-DOE12-R4-T5,EC-21-014-DoE91011.xlsx,46
14.804,0.554,0.12,0.85752,0.1267,,0,mg/mL,EC-21-014-DOE12-R4-T5,EC-21-014-DoE91011.xlsx,46
15.426,0.577,0.78,5.4997,0.6377,,0,mg/mL,EC-21-014-DOE12-R4-T5,EC-21-014-DoE91011.xlsx,46
16.88,0.631,1.64,11.616,1.420,,0,mg/mL,EC-21-014-DOE12-R4-T5,EC-21-014-DoE91011.xlsx,46
19.052,0.713,20.96,148.28,18.61,,0,mg/mL,EC-21-014-DOE12-R4-T5,EC-21-014-DoE91011.xlsx,46
19.448,0.727,0.06,0.44664,0.06673,,0,mg/mL,EC-21-014-DOE12-R4-T5,EC-21-014-DoE91011.xlsx,46
20.51,0.767,1.38,9.7803,1.389,,0,mg/mL,EC-21-014-DOE12-R4-T5,EC-21-014-DoE91011.xlsx,46
20.732,0.775,39.03,276.12,35.38,,0,mg/mL,EC-21-014-DOE12-R4-T5,EC-21-014-DoE91011.xlsx,46
22.81,0.853,0.97,6.8549,0.4501,,0,mg/mL,EC-21-014-DOE12-R4-T5,EC-21-014-DoE91011.xlsx,46
23.169,0.866,0.15,1.0608,0.1312,,0,mg/mL,EC-21-014-DOE12-R4-T5,EC-21-014-DoE91011.xlsx,46
23.381,0.874,0.19,1.3649,0.1643,,0,mg/mL,EC-21-014-DOE12-R4-T5,EC-21-014-DoE91011.xlsx,46
26.186,0.979,0.06,0.39989,0.06063,,0,mg/mL,EC-21-014-DOE12-R4-T5,EC-21-014-DoE91011.xlsx,46
26.739,1.00,0.37,2.6358,0.2196,R2/R3,0.0007464,mg/mL,EC-21-014-DOE12-R4-T5,EC-21-014-DoE91011.xlsx,46
28.481,1.07,0.18,1.2795,0.1496,,0,mg/mL,EC-21-014-DOE12-R4-T5,EC-21-014-DoE91011.xlsx,46
29.922,1.12,0.48,3.4286,0.3274,,0,mg/mL,EC-21-014-DOE12-R4-T5,EC-21-014-DoE91011.xlsx,46
7.752,0.288,21.24,1.9623,0.1310,CIPRO,0.2088,mg/mL,R5 BLANK,EC-21-013-DOE5678.xlsx,2
8.486,0.315,27.37,2.5290,0.2675,,0,mg/mL,R5 BLANK,EC-21-013-DOE5678.xlsx,2
26.936,1.00,7.39,0.68266,0.07148,R2/R3,0.0001933,mg/mL,R5 BLANK,EC-21-013-DOE5678.xlsx,2
29.928,1.11,44.01,4.0666,0.4274,,0,mg/mL,R5 BLANK,EC-21-013-DOE5678.xlsx,2
